Airline,Destination airport,Origin airport,Route Details,Dest Latitude,Dest Longitude,Origin Latitude,Origin Longitude
WN,LAS,HOU,HOU-LAS,29.3843,-95.1644,36.449,-115.98
WN,LAS,ICT,ICT-LAS,37.3859,-97.2559,36.449,-115.98
WN,LAS,IND,IND-LAS,39.432,-86.1739,36.449,-115.98
WN,LAS,JAX,JAX-LAS,30.2938,-81.4116,36.449,-115.98
WN,LAS,LAX,LAX-LAS,33.5633,-118.2429,36.449,-115.98
WN,LAS,LBB,LBB-LAS,33.3949,-101.4922,36.449,-115.98
WN,LAS,LIT,LIT-LAS,34.4346,-92.1327,36.449,-115.98
WN,LAS,MAF,MAF-LAS,31.5633,-102.126,36.449,-115.98
WN,LAS,MCI,MCI-LAS,39.1751,-94.425,36.449,-115.98
WN,LAS,MCO,MCO-LAS,28.2544,-81.1857,36.449,-115.98
WN,LAS,MDW,MDW-LAS,41.479,-87.458,36.449,-115.98
WN,LAS,MKE,MKE-LAS,42.565,-87.5347,36.449,-115.98
WN,LAS,MSY,MSY-LAS,29.5936,-90.1528,36.449,-115.98
WN,LAS,OAK,OAK-LAS,37.4316,-122.1314,36.449,-115.98
WN,LAS,OKC,OKC-LAS,35.2335,-97.362,36.449,-115.98
WN,LAS,OMA,OMA-LAS,41.189,-95.5337,36.449,-115.98
WN,LAS,ONT,ONT-LAS,34.321,-117.364,36.449,-115.98
WN,LAS,PDX,PDX-LAS,45.3519,-122.3551,36.449,-115.98
WN,LAS,PHL,PHL-LAS,39.5219,-75.1428,36.449,-115.98
WN,LAS,PHX,PHX-LAS,33.263,-112.029,36.449,-115.98
WN,LAS,PIT,PIT-LAS,40.2929,-80.1358,36.449,-115.98
WN,LAS,RDU,RDU-LAS,35.5239,-78.4714,36.449,-115.98
WN,LAS,RNO,RNO-LAS,39.2954,-119.465,36.449,-115.98
WN,LAS,SAN,SAN-LAS,32.44,-117.1122,36.449,-115.98
WN,LAS,SAT,SAT-LAS,29.321,-98.2811,36.449,-115.98
WN,LAS,SEA,SEA-LAS,47.2656,-122.1833,36.449,-115.98
WN,LAS,SFO,SFO-LAS,37.378,-122.2229,36.449,-115.98
WN,LAS,SJC,SJC-LAS,37.2142,-121.5544,36.449,-115.98
WN,LAS,SLC,SLC-LAS,40.4718,-111.5839,36.449,-115.98
WN,LAS,SMF,SMF-LAS,38.4143,-121.3526,36.449,-115.98
WN,LAS,SNA,SNA-LAS,33.4032,-117.525,36.449,-115.98
WN,LAS,STL,STL-LAS,38.4451,-90.2135,36.449,-115.98
WN,LAS,TPA,TPA-LAS,27.5831,-82.3159,36.449,-115.98
WN,LAS,TUL,TUL-LAS,36.1154,-95.5317,36.449,-115.98
WN,LAS,TUS,TUS-LAS,32.658,-110.5629,36.449,-115.98
WN,LAX,ATL,ATL-LAX,33.3825,-84.2537,33.5633,-118.2429
WN,LAX,AUS,AUS-LAX,30.114,-97.4011,33.5633,-118.2429
WN,LAX,BNA,BNA-LAX,36.728,-86.4041,33.5633,-118.2429
WN,LAX,BWI,BWI-LAX,39.1031,-76.406,33.5633,-118.2429
WN,LAX,DEN,DEN-LAX,39.513,-104.401,33.5633,-118.2429
WN,LAX,ELP,ELP-LAX,31.4824,-106.224,33.5633,-118.2429
WN,LAX,HOU,HOU-LAX,29.3843,-95.1644,33.5633,-118.2429
WN,LAX,LAS,LAS-LAX,36.449,-115.98,33.5633,-118.2429
WN,LAX,MCI,MCI-LAX,39.1751,-94.425,33.5633,-118.2429
WN,LAX,MDW,MDW-LAX,41.479,-87.458,33.5633,-118.2429
WN,LAX,MKE,MKE-LAX,42.565,-87.5347,33.5633,-118.2429
WN,LAX,MSY,MSY-LAX,29.5936,-90.1528,33.5633,-118.2429
WN,LAX,OAK,OAK-LAX,37.4316,-122.1314,33.5633,-118.2429
WN,LAX,PHX,PHX-LAX,33.263,-112.029,33.5633,-118.2429
WN,LAX,RNO,RNO-LAX,39.2954,-119.465,33.5633,-118.2429
WN,LAX,SAT,SAT-LAX,29.321,-98.2811,33.5633,-118.2429
WN,LAX,SFO,SFO-LAX,37.378,-122.2229,33.5633,-118.2429
WN,LAX,SJC,SJC-LAX,37.2142,-121.5544,33.5633,-118.2429
WN,LAX,SLC,SLC-LAX,40.4718,-111.5839,33.5633,-118.2429
WN,LAX,SMF,SMF-LAX,38.4143,-121.3526,33.5633,-118.2429
WN,LAX,STL,STL-LAX,38.4451,-90.2135,33.5633,-118.2429
WN,LAX,TUS,TUS-LAX,32.658,-110.5629,33.5633,-118.2429
WN,LBB,AUS,AUS-LBB,30.114,-97.4011,33.3949,-101.4922
WN,LBB,DAL,DAL-LBB,32.5049,-96.516,33.3949,-101.4922
WN,LBB,LAS,LAS-LBB,36.449,-115.98,33.3949,-101.4922
WN,LGA,ATL,ATL-LGA,33.3825,-84.2537,40.4638,-73.5221
WN,LGA,BNA,BNA-LGA,36.728,-86.4041,40.4638,-73.5221
WN,LGA,DEN,DEN-LGA,39.513,-104.401,40.4638,-73.5221
WN,LGA,HOU,HOU-LGA,29.3843,-95.1644,40.4638,-73.5221
WN,LGA,MDW,MDW-LGA,41.479,-87.458,40.4638,-73.5221
WN,LGA,MKE,MKE-LGA,42.565,-87.5347,40.4638,-73.5221
WN,LGA,STL,STL-LGA,38.4451,-90.2135,40.4638,-73.5221
WN,LIT,BWI,BWI-LIT,39.1031,-76.406,34.4346,-92.1327
WN,LIT,DAL,DAL-LIT,32.5049,-96.516,34.4346,-92.1327
WN,LIT,HOU,HOU-LIT,29.3843,-95.1644,34.4346,-92.1327
WN,LIT,LAS,LAS-LIT,36.449,-115.98,34.4346,-92.1327
WN,LIT,MDW,MDW-LIT,41.479,-87.458,34.4346,-92.1327
WN,LIT,PHX,PHX-LIT,33.263,-112.029,34.4346,-92.1327
WN,MAF,DAL,DAL-MAF,32.5049,-96.516,31.5633,-102.126
WN,MAF,HOU,HOU-MAF,29.3843,-95.1644,31.5633,-102.126
WN,MAF,LAS,LAS-MAF,36.449,-115.98,31.5633,-102.126
WN,MCI,ATL,ATL-MCI,33.3825,-84.2537,39.1751,-94.425
WN,MCI,BNA,BNA-MCI,36.728,-86.4041,39.1751,-94.425
WN,MCI,BOS,BOS-MCI,42.2151,-71.018,39.1751,-94.425
WN,MCI,BWI,BWI-MCI,39.1031,-76.406,39.1751,-94.425
WN,MCI,DAL,DAL-MCI,32.5049,-96.516,39.1751,-94.425
WN,MCI,DCA,DCA-MCI,38.517,-77.215,39.1751,-94.425
WN,MCI,DEN,DEN-MCI,39.513,-104.401,39.1751,-94.425
WN,MCI,FLL,FLL-MCI,26.421,-80.99,39.1751,-94.425
WN,MCI,HOU,HOU-MCI,29.3843,-95.1644,39.1751,-94.425
WN,MCI,IND,IND-MCI,39.432,-86.1739,39.1751,-94.425
WN,MCI,LAS,LAS-MCI,36.449,-115.98,39.1751,-94.425
WN,MCI,LAX,LAX-MCI,33.5633,-118.2429,39.1751,-94.425
WN,MCI,MCO,MCO-MCI,28.2544,-81.1857,39.1751,-94.425
WN,MCI,MDW,MDW-MCI,41.479,-87.458,39.1751,-94.425
WN,MCI,MKE,MKE-MCI,42.565,-87.5347,39.1751,-94.425
WN,MCI,MSP,MSP-MCI,44.5249,-93.13,39.1751,-94.425
WN,MCI,MSY,MSY-MCI,29.5936,-90.1528,39.1751,-94.425
WN,MCI,OAK,OAK-MCI,37.4316,-122.1314,39.1751,-94.425
WN,MCI,PDX,PDX-MCI,45.3519,-122.3551,39.1751,-94.425
WN,MCI,PHX,PHX-MCI,33.263,-112.029,39.1751,-94.425
WN,MCI,SAN,SAN-MCI,32.44,-117.1122,39.1751,-94.425
WN,MCI,STL,STL-MCI,38.4451,-90.2135,39.1751,-94.425
WN,MCI,TPA,TPA-MCI,27.5831,-82.3159,39.1751,-94.425
WN,MCO,ALB,ALB-MCO,42.4453,-73.481,28.2544,-81.1857
WN,MCO,ATL,ATL-MCO,33.3825,-84.2537,28.2544,-81.1857
WN,MCO,AUS,AUS-MCO,30.114,-97.4011,28.2544,-81.1857
WN,MCO,BDL,BDL-MCO,41.562,-72.4059,28.2544,-81.1857
WN,MCO,BHM,BHM-MCO,33.3346,-86.4512,28.2544,-81.1857
WN,MCO,BNA,BNA-MCO,36.728,-86.4041,28.2544,-81.1857
WN,MCO,BOS,BOS-MCO,42.2151,-71.018,28.2544,-81.1857
WN,MCO,BUF,BUF-MCO,42.5625,-78.4355,28.2544,-81.1857
WN,MCO,BWI,BWI-MCO,39.1031,-76.406,28.2544,-81.1857
WN,MCO,CLT,CLT-MCO,35.125,-80.5635,28.2544,-81.1857
WN,MCO,CMH,CMH-MCO,39.5952,-82.533,28.2544,-81.1857
WN,MCO,DAY,DAY-MCO,39.548,-84.139,28.2544,-81.1857
WN,MCO,DEN,DEN-MCO,39.513,-104.401,28.2544,-81.1857
WN,MCO,EYW,EYW-MCO,24.3322,-81.4534,28.2544,-81.1857
WN,MCO,GRR,GRR-MCO,42.5251,-85.3122,28.2544,-81.1857
WN,MCO,HOU,HOU-MCO,29.3843,-95.1644,28.2544,-81.1857
WN,MCO,IND,IND-MCO,39.432,-86.1739,28.2544,-81.1857
WN,MCO,ISP,ISP-MCO,40.4742,-73.6,28.2544,-81.1857
WN,MCO,JAN,JAN-MCO,32.184,-90.433,28.2544,-81.1857
WN,MCO,LAS,LAS-MCO,36.449,-115.98,28.2544,-81.1857
WN,MCO,MCI,MCI-MCO,39.1751,-94.425,28.2544,-81.1857
WN,MCO,MDW,MDW-MCO,41.479,-87.458,28.2544,-81.1857
WN,MCO,MEM,MEM-MCO,35.232,-89.5836,28.2544,-81.1857
WN,MCO,MKE,MKE-MCO,42.565,-87.5347,28.2544,-81.1857
WN,MCO,MSP,MSP-MCO,44.5249,-93.13,28.2544,-81.1857
WN,MCO,MSY,MSY-MCO,29.5936,-90.1528,28.2544,-81.1857
WN,MCO,ORF,ORF-MCO,36.534,-76.124,28.2544,-81.1857
WN,MCO,PHL,PHL-MCO,39.5219,-75.1428,28.2544,-81.1857
WN,MCO,PHX,PHX-MCO,33.263,-112.029,28.2544,-81.1857
WN,MCO,PIT,PIT-MCO,40.2929,-80.1358,28.2544,-81.1857
WN,MCO,PVD,PVD-MCO,41.4326,-71.2541,28.2544,-81.1857
WN,MCO,RDU,RDU-MCO,35.5239,-78.4714,28.2544,-81.1857
WN,MCO,RIC,RIC-MCO,37.3018,-77.191,28.2544,-81.1857
WN,MCO,ROC,ROC-MCO,43.77,-77.402,28.2544,-81.1857
WN,MCO,SAT,SAT-MCO,29.321,-98.2811,28.2544,-81.1857
WN,MCO,STL,STL-MCO,38.4451,-90.2135,28.2544,-81.1857
WN,MDW,ALB,ALB-MDW,42.4453,-73.481,41.479,-87.458
WN,MDW,ATL,ATL-MDW,33.3825,-84.2537,41.479,-87.458
WN,MDW,AUS,AUS-MDW,30.114,-97.4011,41.479,-87.458
WN,MDW,BDL,BDL-MDW,41.562,-72.4059,41.479,-87.458
WN,MDW,BHM,BHM-MDW,33.3346,-86.4512,41.479,-87.458
WN,MDW,BNA,BNA-MDW,36.728,-86.4041,41.479,-87.458
WN,MDW,BOS,BOS-MDW,42.2151,-71.018,41.479,-87.458
WN,MDW,BUF,BUF-MDW,42.5625,-78.4355,41.479,-87.458
WN,MDW,BWI,BWI-MDW,39.1031,-76.406,41.479,-87.458
WN,MDW,CHS,CHS-MDW,32.5355,-80.225,41.479,-87.458
WN,MDW,CLE,CLE-MDW,41.2442,-81.5059,41.479,-87.458
WN,MDW,CLT,CLT-MDW,35.125,-80.5635,41.479,-87.458
WN,MDW,CMH,CMH-MDW,39.5952,-82.533,41.479,-87.458
WN,MDW,DEN,DEN-MDW,39.513,-104.401,41.479,-87.458
WN,MDW,DSM,DSM-MDW,41.322,-93.3945,41.479,-87.458
WN,MDW,DTW,DTW-MDW,42.1244,-83.2112,41.479,-87.458
WN,MDW,EWR,EWR-MDW,40.4132,-74.107,41.479,-87.458
WN,MDW,FLL,FLL-MDW,26.421,-80.99,41.479,-87.458
WN,MDW,HOU,HOU-MDW,29.3843,-95.1644,41.479,-87.458
WN,MDW,IAD,IAD-MDW,38.564,-77.272,41.479,-87.458
WN,MDW,ICT,ICT-MDW,37.3859,-97.2559,41.479,-87.458
WN,MDW,JAN,JAN-MDW,32.184,-90.433,41.479,-87.458
WN,MDW,JAX,JAX-MDW,30.2938,-81.4116,41.479,-87.458
WN,MDW,LAS,LAS-MDW,36.449,-115.98,41.479,-87.458
WN,MDW,LAX,LAX-MDW,33.5633,-118.2429,41.479,-87.458
WN,MDW,LGA,LGA-MDW,40.4638,-73.5221,41.479,-87.458
WN,MDW,LIT,LIT-MDW,34.4346,-92.1327,41.479,-87.458
WN,MDW,MCI,MCI-MDW,39.1751,-94.425,41.479,-87.458
WN,MDW,MCO,MCO-MDW,28.2544,-81.1857,41.479,-87.458
WN,MDW,MEM,MEM-MDW,35.232,-89.5836,41.479,-87.458
WN,MDW,MSP,MSP-MDW,44.5249,-93.13,41.479,-87.458
WN,MDW,MSY,MSY-MDW,29.5936,-90.1528,41.479,-87.458
WN,MDW,OAK,OAK-MDW,37.4316,-122.1314,41.479,-87.458
WN,MDW,OKC,OKC-MDW,35.2335,-97.362,41.479,-87.458
WN,MDW,OMA,OMA-MDW,41.189,-95.5337,41.479,-87.458
WN,MDW,ONT,ONT-MDW,34.321,-117.364,41.479,-87.458
WN,MDW,ORF,ORF-MDW,36.534,-76.124,41.479,-87.458
WN,MDW,PDX,PDX-MDW,45.3519,-122.3551,41.479,-87.458
WN,MDW,PHL,PHL-MDW,39.5219,-75.1428,41.479,-87.458
WN,MDW,PHX,PHX-MDW,33.263,-112.029,41.479,-87.458
WN,MDW,PIT,PIT-MDW,40.2929,-80.1358,41.479,-87.458
WN,MDW,PVD,PVD-MDW,41.4326,-71.2541,41.479,-87.458
WN,MDW,RDU,RDU-MDW,35.5239,-78.4714,41.479,-87.458
WN,MDW,RNO,RNO-MDW,39.2954,-119.465,41.479,-87.458
WN,MDW,ROC,ROC-MDW,43.77,-77.402,41.479,-87.458
WN,MDW,RSW,RSW-MDW,26.321,-81.4518,41.479,-87.458
WN,MDW,SAN,SAN-MDW,32.44,-117.1122,41.479,-87.458
WN,MDW,SAT,SAT-MDW,29.321,-98.2811,41.479,-87.458
WN,MDW,SEA,SEA-MDW,47.2656,-122.1833,41.479,-87.458
WN,MDW,SFO,SFO-MDW,37.378,-122.2229,41.479,-87.458
WN,MDW,SJC,SJC-MDW,37.2142,-121.5544,41.479,-87.458
WN,MDW,SLC,SLC-MDW,40.4718,-111.5839,41.479,-87.458
WN,MDW,SMF,SMF-MDW,38.4143,-121.3526,41.479,-87.458
WN,MDW,STL,STL-MDW,38.4451,-90.2135,41.479,-87.458
WN,MDW,TPA,TPA-MDW,27.5831,-82.3159,41.479,-87.458
WN,MDW,TUL,TUL-MDW,36.1154,-95.5317,41.479,-87.458
WN,MDW,TUS,TUS-MDW,32.658,-110.5629,41.479,-87.458
WN,MEM,BWI,BWI-MEM,39.1031,-76.406,35.232,-89.5836
WN,MEM,HOU,HOU-MEM,29.3843,-95.1644,35.232,-89.5836
WN,MEM,MCO,MCO-MEM,28.2544,-81.1857,35.232,-89.5836
WN,MEM,MDW,MDW-MEM,41.479,-87.458,35.232,-89.5836
WN,MEM,TPA,TPA-MEM,27.5831,-82.3159,35.232,-89.5836
WN,MKE,ATL,ATL-MKE,33.3825,-84.2537,42.565,-87.5347
WN,MKE,BOS,BOS-MKE,42.2151,-71.018,42.565,-87.5347
WN,MKE,BWI,BWI-MKE,39.1031,-76.406,42.565,-87.5347
WN,MKE,DCA,DCA-MKE,38.517,-77.215,42.565,-87.5347
WN,MKE,DEN,DEN-MKE,39.513,-104.401,42.565,-87.5347
WN,MKE,FLL,FLL-MKE,26.421,-80.99,42.565,-87.5347
WN,MKE,LAS,LAS-MKE,36.449,-115.98,42.565,-87.5347
WN,MKE,LAX,LAX-MKE,33.5633,-118.2429,42.565,-87.5347
WN,MKE,LGA,LGA-MKE,40.4638,-73.5221,42.565,-87.5347
WN,MKE,MCI,MCI-MKE,39.1751,-94.425,42.565,-87.5347
WN,MKE,MCO,MCO-MKE,28.2544,-81.1857,42.565,-87.5347
WN,MKE,MSP,MSP-MKE,44.5249,-93.13,42.565,-87.5347
WN,MKE,MSY,MSY-MKE,29.5936,-90.1528,42.565,-87.5347
WN,MKE,PHX,PHX-MKE,33.263,-112.029,42.565,-87.5347
WN,MKE,RSW,RSW-MKE,26.321,-81.4518,42.565,-87.5347
WN,MKE,SEA,SEA-MKE,47.2656,-122.1833,42.565,-87.5347
WN,MKE,SFO,SFO-MKE,37.378,-122.2229,42.565,-87.5347
WN,MKE,STL,STL-MKE,38.4451,-90.2135,42.565,-87.5347
WN,MKE,TPA,TPA-MKE,27.5831,-82.3159,42.565,-87.5347
WN,MSP,ATL,ATL-MSP,33.3825,-84.2537,44.5249,-93.13
WN,MSP,DEN,DEN-MSP,39.513,-104.401,44.5249,-93.13
WN,MSP,MCI,MCI-MSP,39.1751,-94.425,44.5249,-93.13
WN,MSP,MCO,MCO-MSP,28.2544,-81.1857,44.5249,-93.13
WN,MSP,MDW,MDW-MSP,41.479,-87.458,44.5249,-93.13
WN,MSP,MKE,MKE-MSP,42.565,-87.5347,44.5249,-93.13
WN,MSP,PHX,PHX-MSP,33.263,-112.029,44.5249,-93.13
WN,MSP,STL,STL-MSP,38.4451,-90.2135,44.5249,-93.13
WN,MSY,ATL,ATL-MSY,33.3825,-84.2537,29.5936,-90.1528
WN,MSY,AUS,AUS-MSY,30.114,-97.4011,29.5936,-90.1528
WN,MSY,BNA,BNA-MSY,36.728,-86.4041,29.5936,-90.1528
WN,MSY,BWI,BWI-MSY,39.1031,-76.406,29.5936,-90.1528
WN,MSY,DAL,DAL-MSY,32.5049,-96.516,29.5936,-90.1528
WN,MSY,DEN,DEN-MSY,39.513,-104.401,29.5936,-90.1528
WN,MSY,EWR,EWR-MSY,40.4132,-74.107,29.5936,-90.1528
WN,MSY,EYW,EYW-MSY,24.3322,-81.4534,29.5936,-90.1528
WN,MSY,FLL,FLL-MSY,26.421,-80.99,29.5936,-90.1528
WN,MSY,HOU,HOU-MSY,29.3843,-95.1644,29.5936,-90.1528
WN,MSY,LAS,LAS-MSY,36.449,-115.98,29.5936,-90.1528
WN,MSY,LAX,LAX-MSY,33.5633,-118.2429,29.5936,-90.1528
WN,MSY,MCI,MCI-MSY,39.1751,-94.425,29.5936,-90.1528
WN,MSY,MCO,MCO-MSY,28.2544,-81.1857,29.5936,-90.1528
WN,MSY,MDW,MDW-MSY,41.479,-87.458,29.5936,-90.1528
WN,MSY,MKE,MKE-MSY,42.565,-87.5347,29.5936,-90.1528
WN,MSY,PHX,PHX-MSY,33.263,-112.029,29.5936,-90.1528
WN,MSY,SAN,SAN-MSY,32.44,-117.1122,29.5936,-90.1528
WN,MSY,STL,STL-MSY,38.4451,-90.2135,29.5936,-90.1528
WN,MSY,TPA,TPA-MSY,27.5831,-82.3159,29.5936,-90.1528
WN,OAK,AUS,AUS-OAK,30.114,-97.4011,37.4316,-122.1314
WN,OAK,BOI,BOI-OAK,43.3351,-116.1322,37.4316,-122.1314
WN,OAK,BUR,BUR-OAK,34.122,-118.2131,37.4316,-122.1314
WN,OAK,DEN,DEN-OAK,39.513,-104.401,37.4316,-122.1314
WN,OAK,GEG,GEG-OAK,47.3711,-117.321,37.4316,-122.1314
WN,OAK,HOU,HOU-OAK,29.3843,-95.1644,37.4316,-122.1314
WN,OAK,LAS,LAS-OAK,36.449,-115.98,37.4316,-122.1314
WN,OAK,LAX,LAX-OAK,33.5633,-118.2429,37.4316,-122.1314
WN,OAK,MCI,MCI-OAK,39.1751,-94.425,37.4316,-122.1314
WN,OAK,MDW,MDW-OAK,41.479,-87.458,37.4316,-122.1314
WN,OAK,ONT,ONT-OAK,34.321,-117.364,37.4316,-122.1314
WN,OAK,PDX,PDX-OAK,45.3519,-122.3551,37.4316,-122.1314
WN,OAK,PHX,PHX-OAK,33.263,-112.029,37.4316,-122.1314
WN,OAK,SAN,SAN-OAK,32.44,-117.1122,37.4316,-122.1314
WN,OAK,SEA,SEA-OAK,47.2656,-122.1833,37.4316,-122.1314
WN,OAK,SLC,SLC-OAK,40.4718,-111.5839,37.4316,-122.1314
WN,OAK,SNA,SNA-OAK,33.4032,-117.525,37.4316,-122.1314
WN,OKC,ATL,ATL-OKC,33.3825,-84.2537,35.2335,-97.362
WN,OKC,BWI,BWI-OKC,39.1031,-76.406,35.2335,-97.362
WN,OKC,DAL,DAL-OKC,32.5049,-96.516,35.2335,-97.362
WN,OKC,DEN,DEN-OKC,39.513,-104.401,35.2335,-97.362
WN,OKC,HOU,HOU-OKC,29.3843,-95.1644,35.2335,-97.362
WN,OKC,LAS,LAS-OKC,36.449,-115.98,35.2335,-97.362
WN,OKC,MDW,MDW-OKC,41.479,-87.458,35.2335,-97.362
WN,OKC,PHX,PHX-OKC,33.263,-112.029,35.2335,-97.362
WN,OKC,STL,STL-OKC,38.4451,-90.2135,35.2335,-97.362
WN,OMA,DEN,DEN-OMA,39.513,-104.401,41.189,-95.5337
WN,OMA,LAS,LAS-OMA,36.449,-115.98,41.189,-95.5337
WN,OMA,MDW,MDW-OMA,41.479,-87.458,41.189,-95.5337
WN,OMA,PHX,PHX-OMA,33.263,-112.029,41.189,-95.5337
WN,OMA,STL,STL-OMA,38.4451,-90.2135,41.189,-95.5337
WN,ONT,DEN,DEN-ONT,39.513,-104.401,34.321,-117.364
WN,ONT,LAS,LAS-ONT,36.449,-115.98,34.321,-117.364
WN,ONT,MDW,MDW-ONT,41.479,-87.458,34.321,-117.364
WN,ONT,OAK,OAK-ONT,37.4316,-122.1314,34.321,-117.364
WN,ONT,PHX,PHX-ONT,33.263,-112.029,34.321,-117.364
WN,ONT,SJC,SJC-ONT,37.2142,-121.5544,34.321,-117.364
WN,ONT,SMF,SMF-ONT,38.4143,-121.3526,34.321,-117.364
WN,ORF,ATL,ATL-ORF,33.3825,-84.2537,36.534,-76.124
WN,ORF,BWI,BWI-ORF,39.1031,-76.406,36.534,-76.124
WN,ORF,MCO,MCO-ORF,28.2544,-81.1857,36.534,-76.124
WN,ORF,MDW,MDW-ORF,41.479,-87.458,36.534,-76.124
WN,PBI,ATL,ATL-PBI,33.3825,-84.2537,26.4059,-80.544
WN,PBI,BWI,BWI-PBI,39.1031,-76.406,26.4059,-80.544
WN,PBI,ISP,ISP-PBI,40.4742,-73.6,26.4059,-80.544
WN,PDX,DEN,DEN-PDX,39.513,-104.401,45.3519,-122.3551
WN,PDX,LAS,LAS-PDX,36.449,-115.98,45.3519,-122.3551
WN,PDX,MCI,MCI-PDX,39.1751,-94.425,45.3519,-122.3551
WN,PDX,MDW,MDW-PDX,41.479,-87.458,45.3519,-122.3551
WN,PDX,OAK,OAK-PDX,37.4316,-122.1314,45.3519,-122.3551
WN,PDX,PHX,PHX-PDX,33.263,-112.029,45.3519,-122.3551
WN,PDX,RNO,RNO-PDX,39.2954,-119.465,45.3519,-122.3551
WN,PDX,SJC,SJC-PDX,37.2142,-121.5544,45.3519,-122.3551
WN,PDX,SLC,SLC-PDX,40.4718,-111.5839,45.3519,-122.3551
WN,PDX,SMF,SMF-PDX,38.4143,-121.3526,45.3519,-122.3551
WN,PHL,ATL,ATL-PHL,33.3825,-84.2537,39.5219,-75.1428
WN,PHL,BNA,BNA-PHL,36.728,-86.4041,39.5219,-75.1428
WN,PHL,DEN,DEN-PHL,39.513,-104.401,39.5219,-75.1428
WN,PHL,FLL,FLL-PHL,26.421,-80.99,39.5219,-75.1428
WN,PHL,LAS,LAS-PHL,36.449,-115.98,39.5219,-75.1428
WN,PHL,MCO,MCO-PHL,28.2544,-81.1857,39.5219,-75.1428
WN,PHL,MDW,MDW-PHL,41.479,-87.458,39.5219,-75.1428
WN,PHL,PHX,PHX-PHL,33.263,-112.029,39.5219,-75.1428
WN,PHL,RSW,RSW-PHL,26.321,-81.4518,39.5219,-75.1428
WN,PHL,STL,STL-PHL,38.4451,-90.2135,39.5219,-75.1428
WN,PHL,TPA,TPA-PHL,27.5831,-82.3159,39.5219,-75.1428
WN,PHX,ATL,ATL-PHX,33.3825,-84.2537,33.263,-112.029
WN,PHX,AUS,AUS-PHX,30.114,-97.4011,33.263,-112.029
WN,PHX,BNA,BNA-PHX,36.728,-86.4041,33.263,-112.029
WN,PHX,BOI,BOI-PHX,43.3351,-116.1322,33.263,-112.029
WN,PHX,BUF,BUF-PHX,42.5625,-78.4355,33.263,-112.029
WN,PHX,BUR,BUR-PHX,34.122,-118.2131,33.263,-112.029
WN,PHX,BWI,BWI-PHX,39.1031,-76.406,33.263,-112.029
WN,PHX,CMH,CMH-PHX,39.5952,-82.533,33.263,-112.029
WN,PHX,DEN,DEN-PHX,39.513,-104.401,33.263,-112.029
WN,PHX,DTW,DTW-PHX,42.1244,-83.2112,33.263,-112.029
WN,PHX,ELP,ELP-PHX,31.4824,-106.224,33.263,-112.029
WN,PHX,EWR,EWR-PHX,40.4132,-74.107,33.263,-112.029
WN,PHX,FLL,FLL-PHX,26.421,-80.99,33.263,-112.029
WN,PHX,GEG,GEG-PHX,47.3711,-117.321,33.263,-112.029
WN,PHX,HOU,HOU-PHX,29.3843,-95.1644,33.263,-112.029
WN,PHX,IND,IND-PHX,39.432,-86.1739,33.263,-112.029
WN,PHX,LAS,LAS-PHX,36.449,-115.98,33.263,-112.029
WN,PHX,LAX,LAX-PHX,33.5633,-118.2429,33.263,-112.029
WN,PHX,LIT,LIT-PHX,34.4346,-92.1327,33.263,-112.029
WN,PHX,MCI,MCI-PHX,39.1751,-94.425,33.263,-112.029
WN,PHX,MCO,MCO-PHX,28.2544,-81.1857,33.263,-112.029
WN,PHX,MDW,MDW-PHX,41.479,-87.458,33.263,-112.029
WN,PHX,MKE,MKE-PHX,42.565,-87.5347,33.263,-112.029
WN,PHX,MSP,MSP-PHX,44.5249,-93.13,33.263,-112.029
WN,PHX,MSY,MSY-PHX,29.5936,-90.1528,33.263,-112.029
WN,PHX,OAK,OAK-PHX,37.4316,-122.1314,33.263,-112.029
WN,PHX,OKC,OKC-PHX,35.2335,-97.362,33.263,-112.029
WN,PHX,OMA,OMA-PHX,41.189,-95.5337,33.263,-112.029
WN,PHX,ONT,ONT-PHX,34.321,-117.364,33.263,-112.029
WN,PHX,PDX,PDX-PHX,45.3519,-122.3551,33.263,-112.029
WN,PHX,PHL,PHL-PHX,39.5219,-75.1428,33.263,-112.029
WN,PHX,PIT,PIT-PHX,40.2929,-80.1358,33.263,-112.029
WN,PHX,RDU,RDU-PHX,35.5239,-78.4714,33.263,-112.029
WN,PHX,RNO,RNO-PHX,39.2954,-119.465,33.263,-112.029
WN,PHX,SAN,SAN-PHX,32.44,-117.1122,33.263,-112.029
WN,PHX,SAT,SAT-PHX,29.321,-98.2811,33.263,-112.029
WN,PHX,SEA,SEA-PHX,47.2656,-122.1833,33.263,-112.029
WN,PHX,SFO,SFO-PHX,37.378,-122.2229,33.263,-112.029
WN,PHX,SJC,SJC-PHX,37.2142,-121.5544,33.263,-112.029
WN,PHX,SLC,SLC-PHX,40.4718,-111.5839,33.263,-112.029
WN,PHX,SMF,SMF-PHX,38.4143,-121.3526,33.263,-112.029
WN,PHX,SNA,SNA-PHX,33.4032,-117.525,33.263,-112.029
WN,PHX,STL,STL-PHX,38.4451,-90.2135,33.263,-112.029
WN,PHX,TPA,TPA-PHX,27.5831,-82.3159,33.263,-112.029
WN,PHX,TUL,TUL-PHX,36.1154,-95.5317,33.263,-112.029
WN,PIT,ATL,ATL-PIT,33.3825,-84.2537,40.2929,-80.1358
WN,PIT,BNA,BNA-PIT,36.728,-86.4041,40.2929,-80.1358
